world,region,country,state,tier,channel,segment,scenario,fy,quarter,month,amount,room_nights_sold,rooms_available
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2025,Q3,2025-09,135046.32,770,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2025,Q3,2025-09,175533.81,739,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2025,Q3,2025-09,156035.58,696,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2025,Q3,2025-09,123045.78,670,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2025,Q3,2025-09,153136.63,793,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2025,Q3,2025-09,123008.12,743,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2025,Q3,2025-09,121306.34,729,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2025,Q3,2025-09,159492.75,711,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2025,Q3,2025-09,124539.46,707,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2025,Q3,2025-09,147505.07,770,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2025,Q3,2025-09,177773.72,701,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2025,Q3,2025-09,134746.91,658,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2025,Q3,2025-09,135943.58,717,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2025,Q3,2025-09,157803.21,626,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2025,Q3,2025-09,132629.41,722,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2025,Q3,2025-09,158543.62,610,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2025,Q3,2025-09,132338.24,681,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2025,Q4,2025-12,161844.25,783,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2025,Q4,2025-12,114539.71,779,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,132948.64,769,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2025,Q4,2025-12,139264.67,742,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2025,Q4,2025-12,122230.08,738,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,148945.01,641,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2025,Q4,2025-12,128439.54,660,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2025,Q4,2025-12,157535.74,766,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,149688.58,633,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2025,Q4,2025-12,163900.07,731,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2025,Q4,2025-12,142750.77,652,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,151773.22,791,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2025,Q4,2025-12,160870.71,755,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2025,Q4,2025-12,126832.48,639,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,180447.20,784,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2025,Q4,2025-12,150549.52,796,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2025,Q4,2025-12,151199.74,666,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,159136.99,641,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2025,Q4,2025-12,156922.19,740,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2025,Q4,2025-12,152877.66,601,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,156248.99,600,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2025,Q4,2025-12,143403.93,753,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2025,Q4,2025-12,132403.18,656,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,169156.61,660,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2025,Q4,2025-12,121688.30,695,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2025,Q4,2025-12,117343.55,707,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,177466.19,740,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2025,Q4,2025-12,129417.35,763,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2025,Q4,2025-12,138812.55,775,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,162390.48,646,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2025,Q4,2025-12,131978.51,738,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2025,Q4,2025-12,125432.17,655,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,163299.02,792,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2025,Q4,2025-12,162035.71,731,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2025,Q4,2025-12,142479.25,634,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,152779.85,661,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2025,Q4,2025-12,149826.85,707,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2025,Q4,2025-12,135949.31,710,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,169714.48,601,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2025,Q4,2025-12,140009.17,714,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2025,Q4,2025-12,131827.84,763,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,145282.64,741,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2025,Q4,2025-12,130391.16,682,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2025,Q4,2025-12,153040.51,698,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,161375.33,627,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2025,Q4,2025-12,164059.04,600,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2025,Q4,2025-12,145335.58,652,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,184669.07,613,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2025,Q4,2025-12,152904.59,750,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2025,Q4,2025-12,148717.73,731,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,143523.17,622,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2025,Q4,2025-12,129921.84,750,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2025,Q4,2025-12,140247.14,668,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,155547.46,666,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2025,Q4,2025-12,120147.78,746,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2025,Q4,2025-12,118100.24,685,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,164373.66,780,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2025,Q4,2025-12,158168.64,605,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2025,Q4,2025-12,124739.47,710,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,175640.42,740,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2025,Q4,2025-12,129455.05,733,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2025,Q4,2025-12,122117.27,728,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,182366.83,761,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2025,Q4,2025-12,134428.61,690,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2025,Q4,2025-12,120149.59,754,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,153622.46,747,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2025,Q4,2025-12,144508.14,647,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2025,Q4,2025-12,156019.20,777,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,141114.24,697,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2025,Q4,2025-12,148458.74,775,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2025,Q4,2025-12,141781.30,774,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,170346.81,600,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2025,Q4,2025-12,161314.74,669,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2025,Q4,2025-12,140978.23,675,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,154723.47,741,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2025,Q4,2025-12,128624.50,740,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2025,Q4,2025-12,130431.57,790,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,140023.71,788,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2025,Q4,2025-12,123027.59,759,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2025,Q4,2025-12,143046.55,669,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,143110.36,671,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2025,Q4,2025-12,120031.68,749,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2025,Q4,2025-12,134164.52,663,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,146846.88,686,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2025,Q4,2025-12,122819.32,603,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2025,Q4,2025-12,138773.86,662,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2025,Q4,2025-12,181285.58,688,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2025,Q4,2025-12,158063.21,668,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2025,Q4,2025-12,129389.16,689,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2025,Q4,2025-12,159370.56,767,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2025,Q4,2025-12,156290.38,703,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2025,Q4,2025-12,118894.55,697,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2025,Q4,2025-12,142671.27,686,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2025,Q4,2025-12,138114.78,674,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2025,Q4,2025-12,116714.61,650,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2025,Q4,2025-12,153477.03,621,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2026,Q1,2026-03,160837.95,708,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2026,Q1,2026-03,148319.33,616,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,162014.52,693,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2026,Q1,2026-03,124819.27,799,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2026,Q1,2026-03,118577.25,701,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,175162.06,690,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2026,Q1,2026-03,120614.92,790,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2026,Q1,2026-03,119048.49,773,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,151493.88,721,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2026,Q1,2026-03,166646.41,675,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2026,Q1,2026-03,148004.92,717,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,174413.18,757,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2026,Q1,2026-03,150174.50,651,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2026,Q1,2026-03,122073.33,796,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,145961.34,785,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2026,Q1,2026-03,141600.63,752,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2026,Q1,2026-03,137158.71,743,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,180984.62,730,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2026,Q1,2026-03,135514.15,727,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2026,Q1,2026-03,150990.04,680,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,169275.89,647,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2026,Q1,2026-03,132159.37,771,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2026,Q1,2026-03,126508.11,784,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,154294.47,626,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2026,Q1,2026-03,164451.20,771,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2026,Q1,2026-03,114929.43,718,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,180766.55,691,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2026,Q1,2026-03,142287.28,735,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2026,Q1,2026-03,158995.99,713,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,135644.80,673,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2026,Q1,2026-03,120897.36,657,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2026,Q1,2026-03,156080.25,748,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,137325.26,777,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2026,Q1,2026-03,144832.62,710,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2026,Q1,2026-03,131295.33,686,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,141684.76,759,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2026,Q1,2026-03,142000.17,622,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2026,Q1,2026-03,137007.93,748,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,166734.11,799,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2026,Q1,2026-03,160925.03,706,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2026,Q1,2026-03,150330.35,711,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,145221.40,752,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2026,Q1,2026-03,157495.10,787,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2026,Q1,2026-03,158707.17,696,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,144388.13,770,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2026,Q1,2026-03,134590.55,786,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2026,Q1,2026-03,115652.33,656,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,175128.11,749,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2026,Q1,2026-03,161845.65,778,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2026,Q1,2026-03,116355.90,610,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,147161.72,710,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2026,Q1,2026-03,157718.47,790,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2026,Q1,2026-03,119780.25,707,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,176704.69,688,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2026,Q1,2026-03,143192.34,778,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2026,Q1,2026-03,149163.43,757,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,182315.65,676,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2026,Q1,2026-03,128545.94,644,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2026,Q1,2026-03,128279.45,694,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,163895.51,795,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2026,Q1,2026-03,156545.48,722,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2026,Q1,2026-03,123199.56,767,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,133997.72,662,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2026,Q1,2026-03,134449.67,741,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2026,Q1,2026-03,140843.69,781,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,168551.99,753,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2026,Q1,2026-03,153009.90,641,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2026,Q1,2026-03,131607.96,667,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,141838.68,762,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2026,Q1,2026-03,164605.12,634,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2026,Q1,2026-03,128304.29,728,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,166418.76,617,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2026,Q1,2026-03,136109.43,788,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2026,Q1,2026-03,155048.96,647,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,156134.77,763,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2026,Q1,2026-03,152868.45,760,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2026,Q1,2026-03,119726.23,622,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,142352.17,754,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2026,Q1,2026-03,122753.92,777,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2026,Q1,2026-03,136109.84,756,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,181189.76,669,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2026,Q1,2026-03,149978.51,784,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2026,Q1,2026-03,157888.39,781,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,182773.15,696,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2026,Q1,2026-03,162739.48,708,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2026,Q1,2026-03,133658.68,682,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2026,Q1,2026-03,167220.99,602,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2026,Q1,2026-03,143106.92,650,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2026,Q1,2026-03,122948.40,670,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2026,Q1,2026-03,176924.27,750,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2026,Q1,2026-03,140446.10,760,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2026,Q1,2026-03,135147.70,748,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2026,Q1,2026-03,135134.37,650,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2026,Q1,2026-03,167789.28,688,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2026,Q1,2026-03,121138.85,743,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2026,Q1,2026-03,138375.01,757,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2026,Q2,2026-06,151503.31,799,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2026,Q2,2026-06,149927.31,628,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,157021.01,788,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2026,Q2,2026-06,120915.97,640,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2026,Q2,2026-06,152852.57,708,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,182911.33,697,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2026,Q2,2026-06,132019.27,646,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2026,Q2,2026-06,121750.14,757,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,147877.78,712,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2026,Q2,2026-06,134187.18,717,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2026,Q2,2026-06,123854.20,633,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,174121.21,722,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2026,Q2,2026-06,122968.01,715,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2026,Q2,2026-06,154652.09,790,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,172253.53,646,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2026,Q2,2026-06,157460.08,706,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2026,Q2,2026-06,130649.54,738,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,163068.34,665,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2026,Q2,2026-06,131040.88,732,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2026,Q2,2026-06,144085.84,783,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,143496.09,674,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2026,Q2,2026-06,130905.43,683,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2026,Q2,2026-06,144184.87,660,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,153506.29,625,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2026,Q2,2026-06,130652.01,664,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2026,Q2,2026-06,150936.19,711,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,163603.33,707,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2026,Q2,2026-06,152529.77,656,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2026,Q2,2026-06,133345.52,771,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,157612.20,666,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2026,Q2,2026-06,130346.99,732,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2026,Q2,2026-06,150429.21,717,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,148342.04,679,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2026,Q2,2026-06,129423.65,778,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2026,Q2,2026-06,131340.23,665,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,161464.20,679,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2026,Q2,2026-06,136705.56,759,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2026,Q2,2026-06,142691.58,732,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,136152.67,694,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2026,Q2,2026-06,142091.38,617,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2026,Q2,2026-06,143397.21,614,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,168136.16,600,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2026,Q2,2026-06,156656.38,620,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2026,Q2,2026-06,128271.63,616,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,181963.92,674,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2026,Q2,2026-06,143522.63,602,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2026,Q2,2026-06,149601.06,780,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,145955.13,628,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2026,Q2,2026-06,127468.98,792,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2026,Q2,2026-06,152609.43,776,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,145981.77,625,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2026,Q2,2026-06,154422.28,628,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2026,Q2,2026-06,140323.30,636,900
